model,file_path,domain,cer,wer,ref,hyp
deepgram_nova3,/audio_books/book_10_d_369.wav,audio_books,0.02564102564102564,0.16666666666666666,পাকিস্তানী ও বিহারীদের ধোঁকা দেবার জন্য,পাকিস্তানি ও বিহারীদের ধোঁকা দেবার জন্য?
deepgram_nova3,/audio_books/book_10_d_819.wav,audio_books,0.0,0.0,এই পেছনে কিছু সাটা দরকার,এই পেছনে কিছু সাটা দরকার।
deepgram_nova3,/audio_books/book_10_d_350.wav,audio_books,0.0,0.0,এসব বলে,এসব বলে?
deepgram_nova3,/audio_books/book_10_d_49.wav,audio_books,0.0,0.0,কেবল তার সঙ্গে ছাড়া,কেবল তার সঙ্গে ছাড়া?
deepgram_nova3,/audio_books/book_10_d_361.wav,audio_books,0.0,0.0,পাকিস্তানি সৈন্যদের হাতে তুলে দিয়ে নিষ্কৃতি পায়,পাকিস্তানি সৈন্যদের হাতে তুলে দিয়ে নিষ্কৃতি পায়
deepgram_nova3,/audio_books/book_10_d_747.wav,audio_books,0.25,1.0,শরিফকে বললাম,শরীফ কি বললাম?
deepgram_nova3,/audio_books/book_10_d_329.wav,audio_books,0.0,0.0,আরেকটু দূরে কৃষ্ণা ফার্মে গেল,আরেকটু দূরে কৃষ্ণা ফার্মে গেল।
deepgram_nova3,/audio_books/book_10_d_268.wav,audio_books,0.0,0.0,মিসেস হোসেন বললেন,মিসেস হোসেন বললেন
deepgram_nova3,/audio_books/book_10_d_631.wav,audio_books,0.0,0.0,একটু পরেই ফোন বেজে উঠল,একটু পরেই ফোন বেজে উঠল।
deepgram_nova3,/audio_books/book_10_d_694.wav,audio_books,0.02702702702702703,0.16666666666666666,ব্রিজের ফাইলগুলো তার অফিসে দিয়ে যেতে,ব্রিজের ফাইলগুলি তার অফিসে দিয়ে যেতে
deepgram_nova3,/audio_books/book_10_d_484.wav,audio_books,0.0,0.0,আমরা সবাই বেশ উদ্বিগ্ন হয়ে পড়েছিলাম,আমরা সবাই বেশ উদ্বিগ্ন হয়ে পড়েছিলাম।
deepgram_nova3,/audio_books/book_10_d_765.wav,audio_books,0.0,0.0,নামার সময় পায়ের গতি শ্লথ করে,নামার সময় পায়ের গতি শ্লথ করে
deepgram_nova3,/audio_books/book_10_d_528.wav,audio_books,0.0967741935483871,0.5,আরো এরকম রোগী হাসপাতালে লোক আনত,আরও এরকম রোগী হাসপাতালের লোক আনতো।
deepgram_nova3,/audio_books/book_10_d_643.wav,audio_books,0.19230769230769232,0.2857142857142857,স্কুলের গেটের ভেতর ঢুকলে তারপরের দায়িত্বটুকু আমাদের,গেটের ভেতর ঢুকলে তারপর দায়িত্বটুকু আমাদের
deepgram_nova3,/audio_books/book_10_d_623.wav,audio_books,0.2,0.4,হেডমাস্টার খান মোহাম্মদ সালেক সাহেব,হেডমাস্টার খান মো: সালেহ সাহেব
deepgram_nova3,/audio_books/book_10_d_564.wav,audio_books,0.0,0.0,ওখানকার জিন্নাহ পিজি হাসপাতালে পোস্টেড,ওখানকার জিন্নাহ পিজি হাসপাতালে পোস্টেড
deepgram_nova3,/audio_books/book_10_d_621.wav,audio_books,0.0,0.0,জামি স্কুলে যায় না,জামি স্কুলে যায় না
deepgram_nova3,/audio_books/book_10_d_644.wav,audio_books,0.03333333333333333,0.2,আরো খানিকক্ষণ ধৈর্য ধরে শুনলেন,আরও খানিকক্ষণ ধৈর্য ধরে শুনলেন
deepgram_nova3,/audio_books/book_10_d_388.wav,audio_books,0.12,0.3333333333333333,সেই অ্যাসিস্টেন্ট কেমিস্ট,সেই অ্যাসিস্ট্যান্ট কেমিস্ট।
deepgram_nova3,/audio_books/book_10_d_269.wav,audio_books,0.0,0.0,সেই ছেলে এখন খুব অসুস্থ,সেই ছেলে এখন খুব অসুস্থ
deepgram_nova3,/audio_books/book_10_d_58.wav,audio_books,0.0,0.0,আমরাও যাই,আমরাও যাই।
deepgram_nova3,/audio_books/book_10_d_636.wav,audio_books,0.08695652173913043,0.2,জি হ্যাঁ স্কুল তো খোলাই,"জ্বি হ্যাঁ, স্কুল তো খোলাই।"
deepgram_nova3,/audio_books/book_10_d_1085.wav,audio_books,0.0,0.0,একটা গ্রেনেডও ফাটিয়েছে,একটা গ্রেনেডও ফাটিয়েছে।
deepgram_nova3,/audio_books/book_10_d_393.wav,audio_books,0.0,0.0,তখন মিসেস রহমান,তখন মিসেস রহমান
deepgram_nova3,/audio_books/book_10_d_726.wav,audio_books,0.03278688524590164,0.2222222222222222,দুই নম্বর সেক্টরের মুক্তিযুদ্ধা শাহাদাত চৌধুরী আর হাবিবুল আলম,দুই নম্বর সেক্টরের মুক্তিযোদ্ধা শাহাদাত চৌধুরী আর হাবিবুুল আলম।
deepgram_nova3,/audio_books/book_10_d_427.wav,audio_books,0.029411764705882353,0.14285714285714285,পরদিন গরু গাড়ী করে পাঁচ মাইল দূরে,পরদিন গরু গাড়ি করে পাঁচ মাইল দূরে
deepgram_nova3,/audio_books/book_10_d_566.wav,audio_books,0.09090909090909091,0.25,এই মিটিংটা উনি ডেকেছেন,এই মিটিংটা উনি দেখেছেন।
deepgram_nova3,/audio_books/book_10_d_803.wav,audio_books,0.0625,0.2,সেটা ঠেলে এনে ঘরের অপর পাশে দেয়াল ঘেঁষে রাখা হল,সেটা ঠেলে এনে ঘরের অপর পাশের দেয়াল ঘেঁষে রাখা হতো
deepgram_nova3,/audio_books/book_10_d_539.wav,audio_books,0.10526315789473684,0.2,তাদেরও ছেড়ে দেয়নি পাকিস্তানি পাষাণরা,তাদেরও ছেড়ে দেয়নি পাকিস্তানি পাষান্দ্রা
deepgram_nova3,/audio_books/book_10_d_301.wav,audio_books,0.23809523809523808,1.0,মান্ধাতা আমলের বন্ধুক,মান্ধা তামিলের বন্দুক
deepgram_nova3,/audio_books/book_10_d_378.wav,audio_books,0.3181818181818182,0.3333333333333333,৫ মে খুব সকালে খবর আসে,পাঁচ মেয়ে খুব সকালে খবর আসে
deepgram_nova3,/audio_books/book_10_d_13.wav,audio_books,0.0,0.0,বেনাপোল সীমান্তে গেলেন,বেনাপোল সীমান্তে গেলেন
deepgram_nova3,/audio_books/book_10_d_820.wav,audio_books,0.04477611940298507,0.08333333333333333,মাঝখানের ৪ ফুট ফাঁকের জন্য পর্দার কাপড় কিনতে গিয়ে দোকানে খোঁজ করে,মাঝখানের চার ফুট ফাঁকের জন্য পর্দার কাপড় কিনতে গিয়ে দোকানে খোঁজ করে।
deepgram_nova3,/audio_books/book_10_d_781.wav,audio_books,0.75,0.6666666666666666,জুলাই ৯ ১৯৭১,"জুলাই নয়, উনিশশো১"
deepgram_nova3,/audio_books/book_10_d_313.wav,audio_books,0.0,0.0,তাতে আসলাম বলে এক পাকিস্তানি মেজর,তাতে আসলাম বলে এক পাকিস্তানি মেজর।
deepgram_nova3,/audio_books/book_10_d_698.wav,audio_books,0.02631578947368421,0.2857142857142857,সেসবের তালিকা বানানো কি চারটি খানি কথা,সেসবের তালিকা বানানো কি চারটিখানি কথা?
deepgram_nova3,/audio_books/book_10_d_1012.wav,audio_books,0.0,0.0,এনায়েতপুর থেকে ঢাকায় এসে পৌঁছেছে,এনায়েতপুর থেকে ঢাকায় এসে পৌঁছেছে।
deepgram_nova3,/audio_books/book_10_d_675.wav,audio_books,0.0625,0.3333333333333333,ওদের খেলা দেখবার,ওদের খেলা দেখবা
deepgram_nova3,/audio_books/book_10_d_410.wav,audio_books,0.0,0.0,তারা গুলির শব্দ শুনতে পায়নি,তারা গুলির শব্দ শুনতে পায়নি.
deepgram_nova3,/audio_books/book_10_d_703.wav,audio_books,0.05,0.2222222222222222,শরীফ ও বাকার হাতের লেখা যেন চেনা না যায়,শরীফ ও বাঁকার হাতে লেখা যেন চেনা না যায়
deepgram_nova3,/audio_books/book_10_d_724.wav,audio_books,0.0,0.0,গাল পর্যন্ত নেমে আসা জুলপি,গাল পর্যন্ত নেমে আসা জুলপি।
deepgram_nova3,/audio_books/book_10_d_169.wav,audio_books,0.0,0.0,নতুনত্ব কিছুই নেই,নতুনত্ব কিছুই নেই.
deepgram_nova3,/audio_books/book_10_d_791.wav,audio_books,0.0,0.0,সদর দরজা দিয়ে ঢুকে,সদর দরজা দিয়ে ঢুকে
deepgram_nova3,/audio_books/book_10_d_710.wav,audio_books,0.047619047619047616,0.25,শরীফ ওদের বলে দিয়েছে,শরিফ ওদের বলে দিয়েছে
deepgram_nova3,/audio_books/book_10_d_116.wav,audio_books,0.0,0.0,হাতের লেখা চিনেছেন,হাতের লেখা চিনেছেন?
deepgram_nova3,/audio_books/book_10_d_315.wav,audio_books,0.06779661016949153,0.2222222222222222,মুক্তিবাহিনী ওদের লালপুর বলে একটা জায়গায় নিয়ে গুলি করেছে,মুক্তিবাহিনী ওদের লাল পূর্ব বলে একটা জায়গায় নিয়ে গুলি করেছে
deepgram_nova3,/audio_books/book_10_d_563.wav,audio_books,0.15625,0.25,ডাক্তার ইব্রাহিম করাচিতে রয়েছেন,ডা. ইব্রাহিম করাচিতে রয়েছেন
deepgram_nova3,/audio_books/book_10_d_498.wav,audio_books,0.0,0.0,এসবের জন্য,এসবের জন্য।
deepgram_nova3,/audio_books/book_10_d_112.wav,audio_books,0.0,0.0,তাতে ছোট্ট একটা চিঠি লিখে,তাতে ছোট্ট একটা চিঠি লিখে
deepgram_nova3,/audio_books/book_10_d_85.wav,audio_books,0.0425531914893617,0.1111111111111111,সবাই নিজ নিজ বাড়ির দরজা জানলার হুক হুড়কো দেখে,সবাই নিজ নিজ বাড়ির দরজা জানলার হুক হুরকো দেখে
deepgram_nova3,/audio_books/book_10_d_35.wav,audio_books,0.0,0.0,তাকে গণহত্যা ছাড়া,তাকে গণহত্যা ছাড়া
deepgram_nova3,/audio_books/book_10_d_830.wav,audio_books,0.05405405405405406,0.14285714285714285,এসব শেষ করতে করতে সন্ধ্যে পেরিয়ে গেল,এসব শেষ করতে করতে সন্ধে পেরিয়ে গেল।
deepgram_nova3,/audio_books/book_10_d_565.wav,audio_books,0.0,0.0,উনি এই মেডিকেল রিসার্চ কাউন্সিলের চেয়ারম্যানও,উনি এই মেডিকেল রিসার্চ কাউন্সিলের চেয়ারম্যানও
deepgram_nova3,/audio_books/book_10_d_767.wav,audio_books,0.13559322033898305,0.36363636363636365,শরীফ টেবিলে ড্রয়িং এর কাগজ মেলে তার ওপর আঙুল দিয়ে দেখিয়ে,শরিফ টেবিলের ড্রইংয়ের কাগজ মেলে তার ওপর আঙুল দিয়ে দেখিয়ে
deepgram_nova3,/audio_books/book_10_d_122.wav,audio_books,0.0,0.0,পত্রবাহক দুজনকে দরকার হলে কিছু সাহায্য করবেন,পত্রবাহক দুজনকে দরকার হলে কিছু সাহায্য করবেন?
deepgram_nova3,/audio_books/book_10_d_664.wav,audio_books,0.0,0.0,একটু পরে জিজ্ঞেস করলেন,একটু পরে জিজ্ঞেস করলেন
deepgram_nova3,/audio_books/book_10_d_585.wav,audio_books,0.0,0.0,কোথায় পেলে,কোথায় পেলে?
deepgram_nova3,/audio_books/book_10_d_200.wav,audio_books,0.0,0.0,ঘড়ির দিকে তাকালাম,ঘড়ির দিকে তাকালাম
deepgram_nova3,/audio_books/book_10_d_197.wav,audio_books,0.0,0.0,রুমির খবর,রুমির খবর?
deepgram_nova3,/audio_books/book_10_d_824.wav,audio_books,0.018518518518518517,0.1,এই কাপড়টা ওই আলমারির পেছনে বোমা কাটা দিয়ে সেটে দিলাম,এই কাপড়টা ওই আলমারির পেছনে বোমা কাটা দিয়ে সেটি দিলাম
deepgram_nova3,/audio_books/book_10_d_676.wav,audio_books,0.0,0.0,জুলাই সাত ১৯৭১ বুধবার,"জুলাই সাত, ১৯৭১ বুধবার"
deepgram_nova3,/audio_books/book_10_d_674.wav,audio_books,0.0,0.0,আমিও খাটের অন্য পাশে কনুই রেখে মাটিতে বসলাম,আমিও খাটের অন্য পাশে কনুই রেখে মাটিতে বসলাম
deepgram_nova3,/audio_books/book_10_d_1050.wav,audio_books,0.10714285714285714,0.5,এতো ঐ লোকটির জন্য গৌরবের কথা,এ তো ওই লোকটির জন্য গৌরবের কথা।
deepgram_nova3,/biography/biography_100_d_52.wav,biography,0.0,0.0,সফর করেন,সফর করেন।
deepgram_nova3,/biography/biography_102_d_339.wav,biography,0.14285714285714285,0.2,১১৬ বছর বয়সে বাংলা আর বাঙালির হৃদয়ের মানুষ বাউল সম্রাট,একশো ষোল বছর বয়সে বাংলা আর বাঙালির হৃদয়ের মানুষ বাউল সম্রাট
deepgram_nova3,/biography/biography_102_d_77.wav,biography,0.0,0.0,প্রিয় মায়ের কাছে,প্রিয় মায়ের কাছে
deepgram_nova3,/biography/biography_102_d_318.wav,biography,0.0,0.0,বিশ্বকবি রবীন্দ্রনাথ ঠাকুরের সাথেও তার সাক্ষাৎ হয়েছে বলে,বিশ্বকবি রবীন্দ্রনাথ ঠাকুরের সাথেও তার সাক্ষাৎ হয়েছে বলে
deepgram_nova3,/biography/biography_100_d_5.wav,biography,0.0,0.0,বেল আইকনটিতে প্রেস করে দিতে,বেল আইকনটিতে প্রেস করে দিতে
deepgram_nova3,/biography/biography_100_d_153.wav,biography,0.047619047619047616,0.5,অন্যরাও তা খুঁজে পায়,অন্য রাও তা খুঁজে পায়।
deepgram_nova3,/biography/biography_102_d_335.wav,biography,0.6666666666666666,0.75,১৮৯০ সালের ১৭ অক্টোবর,আঠারোশো নব্বই সালের ১৭ই অক্টোবর
deepgram_nova3,/biography/biography_102_d_289.wav,biography,0.0,0.0,তা হবে এক হাজারের মতো,তা হবে এক হাজারের মতো
deepgram_nova3,/biography/biography_102_d_151.wav,biography,0.0,0.0,এবং সবাই তার শিষ্যত্ব গ্রহণ করে,এবং সবাই তার শিষ্যত্ব গ্রহণ করে
deepgram_nova3,/biography/biography_102_d_301.wav,biography,0.0,0.0,গ্রামের মানুষেরা এই গানকে,গ্রামের মানুষেরা এই গানকে
deepgram_nova3,/biography/biography_102_d_241.wav,biography,0.0,0.0,এই মাজারকে ঘিরেই বাউল উৎসবের কথা বলেছেন,এই মাজারকে ঘিরেই বাউল উৎসবের কথা বলেছেন
deepgram_nova3,/biography/biography_101_d_20.wav,biography,0.2830188679245283,0.5,১৫২৬ খ্রিস্টাব্দে তিনি পানি পথের যুদ্ধে অংশগ্রহণ করেন,পনেরশো ছাব্বিশ খ্রিস্টাব্দে তিনি পানিপথের যুদ্ধে অংশগ্রহণ করেন ।
deepgram_nova3,/biography/biography_102_d_282.wav,biography,0.07692307692307693,0.4,খাতা কলাম নিয়ে ছুটে আসছেন,খাতা কলম নিয়ে ছুটে আসতেন।
deepgram_nova3,/biography/biography_102_d_136.wav,biography,0.24,0.75,সেউরিয়া গ্রামে আখরা করেন,সেওরিয়া গ্রামে আখড়াগড়েন
deepgram_nova3,/biography/biography_100_d_87.wav,biography,0.0,0.0,পরম সত্য,পরম সত্য।
deepgram_nova3,/biography/biography_102_d_250.wav,biography,0.0,0.0,ভালো সম্পর্ক,ভালো সম্পর্ক
deepgram_nova3,/biography/biography_102_d_143.wav,biography,0.0,0.0,জঙ্গলের মধ্যে এই সাধক পুরুষের কথা,জঙ্গলের মধ্যে এই সাধক পুরুষের কথা
deepgram_nova3,/biography/biography_102_d_184.wav,biography,0.15789473684210525,0.3333333333333333,বৈরাগী কম্ব মিত্রের আখড়ায় আশ্রয় নেন,বোরিয়াগী কুম্ভ মিত্রের আখড়ায় আশ্রয় নেন
deepgram_nova3,/biography/biography_102_d_249.wav,biography,0.0,0.0,তবে সব ধর্মের মানুষের সাথে তার ছিল,তবে সব ধর্মের মানুষের সাথে তার ছিল
deepgram_nova3,/biography/biography_102_d_294.wav,biography,0.0,0.0,মানুষের কল্যাণে,মানুষের কল্যাণে
deepgram_nova3,/biography/biography_102_d_254.wav,biography,0.037037037037037035,0.25,মুসলমানরা ভাবত তিনি মুসলমান,মুসলমানরা ভাবতো তিনি মুসলমান
deepgram_nova3,/biography/biography_102_d_173.wav,biography,0.0,0.0,মায়ের আদর স্নেহের কথা স্মরণ করেছেন বারে বারে,মায়ের আদর স্নেহের কথা স্মরণ করেছেন বারে বারে
deepgram_nova3,/biography/biography_102_d_48.wav,biography,0.0,0.0,তাও সংখ্যায় খুবই কম,তাও সংখ্যায় খুবই কম
deepgram_nova3,/biography/biography_100_d_131.wav,biography,1.5,2.5,আল্লাহ তায়ালা,তিনি তার পিতার বিশেষ থাকেন।
deepgram_nova3,/biography/biography_100_d_189.wav,biography,0.0,0.0,আমিই পরম সত্য,আমিই পরম সত্য
deepgram_nova3,/biography/biography_100_d_3.wav,biography,0.038461538461538464,0.5,মানসুর আল হাল্লাজ সম্পর্কে,মানসুর আলহাল্লাজ সম্পর্কে
deepgram_nova3,/biography/biography_101_d_69.wav,biography,0.047619047619047616,0.5,আত্ম কলহের সৃষ্টি হয়,আত্মকলহের সৃষ্টি হয়
deepgram_nova3,/biography/biography_100_d_93.wav,biography,0.0,0.0,তিনি নিজেকে খোদা দাবি করছেন,তিনি নিজেকে খোদা দাবি করছেন।
deepgram_nova3,/biography/biography_100_d_204.wav,biography,0.045454545454545456,0.14285714285714285,উনাকে যখন বিচারের কাঠগড়ায় নিয়ে যাওয়া হয়,অনেকে যখন বিচারের কাঠগড়ায় নিয়ে যাওয়া হয়
deepgram_nova3,/biography/biography_100_d_125.wav,biography,0.23076923076923078,0.3333333333333333,হত্যা করা হয়,হতে করা হয়।
deepgram_nova3,/biography/biography_100_d_229.wav,biography,0.027777777777777776,0.14285714285714285,আমি নিজের মুখ ফ্যাকাসে দেখাতে চাই না,আমি নিজের মুখ ফ্যাকাশে দেখাতে চাই না
deepgram_nova3,/biography/biography_102_d_281.wav,biography,0.03125,0.16666666666666666,একতারা আর ডুগডুগি হাতে সাথে সাথে,একটারা আর ডুগডুগি হাতে সাথে সাথে
deepgram_nova3,/biography/biography_100_d_161.wav,biography,0.0,0.0,উনার নিজের একত্বের ঘোষণা দিতে,উনার নিজের একত্বের ঘোষণা দিতে
deepgram_nova3,/biography/biography_102_d_240.wav,biography,0.0,0.0,সেই ঘরেই দাফন করার কথা বলে যান,সেই ঘরেই দাফন করার কথা বলে যান
deepgram_nova3,/biography/biography_102_d_153.wav,biography,0.2727272727272727,0.6666666666666666,সেউরিয়ার এই কারিগররাই,সেওরিয়ার এই গাড়িগড়রাই
deepgram_nova3,/biography/biography_100_d_97.wav,biography,0.0,0.0,একটি নাম,একটি নাম।
deepgram_nova3,/biography/biography_101_d_10.wav,biography,0.09090909090909091,0.4,প্রথম মুঘল সম্রাট জহিরুদ্দিন মোহাম্মদ বাবরের চারজন ছেলে সন্তান ছিল,প্রথম মোগল সম্রাট জহির উদ্দিন মুহম্মদ বাবরের চারজন ছেলে সন্তান ছিল।
deepgram_nova3,/biography/biography_100_d_33.wav,biography,0.0,0.0,উনার বাবা খুব,উনার বাবা খুব!
deepgram_nova3,/biography/biography_102_d_262.wav,biography,0.10256410256410256,0.3333333333333333,আধ্যাত্মিক ফকির লালন সাঁই গানের মাধ্যমে,আধ্যাত্মিক ফকির লালনশায় গানের মাধ্যমে
deepgram_nova3,/biography/biography_102_d_349.wav,biography,0.08333333333333333,0.5,সত্যি সত্যিই,সত্যি সত্যি!
deepgram_nova3,/biography/biography_102_d_231.wav,biography,0.0,0.0,লালন বলে,লালন বলে
deepgram_nova3,/biography/biography_100_d_68.wav,biography,0.0,0.0,পরিত্যাগ করেছিলেন,পরিত্যাগ করেছিলেন
deepgram_nova3,/biography/biography_101_d_6.wav,biography,0.10650887573964497,0.2608695652173913,যিনি ১৫৩০ খ্রিস্টাব্দ থেকে ১৫৪০ খ্রিস্টাব্দ এবং ১৫৫৫ খ্রিস্টাব্দ থেকে ১৫৫৬ খ্রিস্টাব্দ পর্যন্ত দুই দফায় আধুনিক আফগানিস্তান পাকিস্তান এবং ভারতের উত্তরাঞ্চল রাজত্ব করেছেন,"যিনি পনের৩০ খ্রিস্টাব্দ থেকে পনের40 খ্রিস্টাব্দ এবং পনের ৫৫ খ্রিস্টাব্দ থেকে পনের56 খ্রিস্টাব্দ পর্যন্ত দুই দফায় আধুনিক আফগানিস্তান, পাকিস্তান এবং ভারতের উত্তরাঞ্চলে রাজত্ব করেছেন।"
deepgram_nova3,/biography/biography_101_d_51.wav,biography,0.0,0.0,পথে তার ভাই কামরান বাধা দিলে আশ্রয় পাওয়ার স্থানের সংকট হয়ে যায় তার জন্য,পথে তার ভাই কামরান বাধা দিলে আশ্রয় পাওয়ার স্থানের সংকট হয়ে যায় তার জন্য ।
deepgram_nova3,/biography/biography_102_d_30.wav,biography,0.0,0.0,ওতপ্রোতভাবে জড়িত,ওতপ্রোতভাবে জড়িত
deepgram_nova3,/biography/biography_102_d_57.wav,biography,0.043478260869565216,0.25,করুণ মৃত্যুর কথা জানায়,করুন মৃত্যুর কথা জানায়
deepgram_nova3,/biography/biography_102_d_225.wav,biography,0.0,0.0,সিরাজ শাহের সান্নিধ্যে আসেন,সিরাজ শাহের সান্নিধ্যে আসেন
deepgram_nova3,/biography/biography_102_d_134.wav,biography,0.0625,0.16666666666666666,গুরু সিরাজ সাঁই এর নির্দেশে লালন,গুরু সিরাজ সায় এর নির্দেশে লালন
deepgram_nova3,/biography/biography_100_d_89.wav,biography,0.25,0.3333333333333333,এর অর্থ দাঁড়ায়,এর অর্থ দ্বারায়
deepgram_nova3,/biography/biography_100_d_40.wav,biography,0.07692307692307693,0.6666666666666666,উঠা বসা করতেন,উঠাবসা করতেন।
deepgram_nova3,/biography/biography_102_d_29.wav,biography,0.0,0.0,তবে তিনি শৈশব থেকেই ছিলেন গান বাজনার সাথে,তবে তিনি শৈশব থেকেই ছিলেন গান বাজনার সাথে
deepgram_nova3,/biography/biography_102_d_283.wav,biography,0.09090909090909091,0.5,মানিক শাহ পন্ডিত ও মনিরুদ্দিন শাহ,মানিক শাহ পণ্ডিত ও মনির উদ্দিন শাহ
deepgram_nova3,/biography/biography_102_d_64.wav,biography,0.25,1.0,পৌছায় পাড়ে,পৌঁছায় পারে
deepgram_nova3,/biography/biography_100_d_105.wav,biography,4.714285714285714,7.0,ইলল্লাহ,তিনি তার পিতার তার পিতার তার মধ্যে।
deepgram_nova3,/biography/biography_100_d_225.wav,biography,0.0,0.0,তিনি জবাব দেন যে,তিনি জবাব দেন যে
deepgram_nova3,/biography/biography_102_d_214.wav,biography,0.0,0.0,খরিদ করে তা রক্ষা করেন,খরিদ করে তা রক্ষা করেন
deepgram_nova3,/biography/biography_102_d_144.wav,biography,0.11764705882352941,0.4,এক কান দু কান করে,এক কান দোকান করে
deepgram_nova3,/biography/biography_102_d_313.wav,biography,0.0,0.0,কুমারখালি থেকে প্রকাশিত,কুমারখালি থেকে প্রকাশিত
deepgram_nova3,/biography/biography_100_d_150.wav,biography,0.0,0.0,তিনি তার স্রষ্টাকে,তিনি তার স্রষ্টাকে
deepgram_nova3,/biography/biography_102_d_168.wav,biography,0.0,0.0,জাতপাতহীন ধর্ম বর্ণহীন,জাতপাতহীন ধর্ম বর্ণহীন
deepgram_nova3,/biography/biography_100_d_169.wav,biography,0.0,0.0,মানসুর হাল্লাজ,মানসুর হাল্লাজ
deepgram_nova3,/biography/biography_101_d_36.wav,biography,0.15833333333333333,0.3684210526315789,বিহারের আফগান নেতা শেরশাহ ১৫৩৭ খ্রিষ্টাব্দের ভিতরে বাংলার শাসনকর্তা মাহমুদ শাহ এর কাছ থেকে বাংলার অধিকাংশ স্থান দখল করেন,বিহারের আফগান নেতা শেরশা পনেরশো সাঁইত্রিশ খ্রিস্টাব্দের ভেতরে বাংলার শাসনকর্তা মাহমুদ শাহএর কাছ থেকে বাংলার অধিকাংশ স্থান দখল করেন।
deepgram_nova3,/biography/biography_102_d_356.wav,biography,0.02631578947368421,0.16666666666666666,আমাদের ভিডিওগুলি ভাল লাগলে লাইক কমেন্ট,আমাদের ভিডিওগুলি ভালো লাগলে লাইক কমেন্ট
deepgram_nova3,/biography/biography_102_d_300.wav,biography,0.041666666666666664,0.5,লালনের গান দেহ কেন্দ্রিক,লালনের গান দেহকেন্দ্রিক
deepgram_nova3,/biography/biography_102_d_210.wav,biography,0.125,0.25,তার ভক্ত আলম শাহ,তার ভক্ত মালম শাহ
deepgram_nova3,/biography/biography_102_d_208.wav,biography,0.0,0.0,এর সংখ্যা আরও বেড়ে যায়,এর সংখ্যা আরও বেড়ে যায়
deepgram_nova3,/biography/biography_102_d_135.wav,biography,0.06060606060606061,0.25,কুষ্টিয়া জেলার কুমারখালি উপজেলার,কুষ্টিয়া জেলার কোমারখালী উপজেলার
deepgram_nova3,/biography/biography_102_d_204.wav,biography,0.02564102564102564,0.08333333333333333,বিভিন্ন জায়গায় তারা বাউলদের মাথার চুল কেটে হাতের একতারা ভেঙে গুরিয়ে দিয়েছে,বিভিন্ন জায়গায় তারা বাউলদের মাথার চুল কেটে হাতের একতারা ভেঙে গড়িয়ে দিয়েছে
